datasets,spl,single_ans,conversations,answer,trg
nk_debate,sample,no relation, Unemployment is not insignificant to the families of the unemployed - families who are forced to live in substandard homes and are unable to maintain even a subsistence of living in the richest country on earth . Unemployment is not insignificant to the children of the unemployed who are deprived of decent clothing and a decent diet . Unemployment is not insignificant to an America which desperately needs the skills and labor of all its citizens if it is to rebuild the strength which alone can maintain the cause of peace and freedom in a perilous and changing world .,['no relation'],"Listening to the opposition , one would never know that there are almost 68 million Americans at work in our $ 500 billion economy and that Americans are earning at a record annual rate of over $ 408 billion . One will never learn from my opponent that employment declined less than seasonally last month and that unemployment went down more than seasonally . Unemployment dropped not only as to number but also as a percentage of the labor force ."
nk_debate,sample,no relation,"Do you now contend that the quotation is inaccurate ? Your language clearly means what James Reston of the New York Times said it means , as I quoted in my telegram to you , as follows : His [ Mr . Kennedy 's ] statement this week on Cuba publicly calling for Government aid to overthrow Castro is a clear violation of the inter-American treaty prohibition against intervention in the internal affairs of the hemisphere republics . Virtually every major newspaper which has commented on the subject understood your remarks as Mr. Reston did and as I did that you were advocating direct Government support of the anti-Castro forces both in exile and in Cuba .",['no relation'],"So , I say to you : America should not take a chance on inexperienced leadership , however well intentioned it is , when you have experienced leadership that know these men and will deal with them effectively in the years ahead . And , now , if I may turn to one final point , and I mention this particularly to this group here , because there are some students here : Necessarily , in a campaign we have to discuss what we term the so-called hard issues in terms of foreign policy , specific issues like Cuba , Quemoy and Matsu , Lebanon , et cetera , and there is a tendency for Americans to forget the really important asset that we have in this great struggle in which we 're engaged . You know what it is ? It is n't our great military strength , and it is n't our great economic strength , and these are both tremendously significant and necessary ; but the strength of America is in what we believe ."
nk_debate,sample,no relation,"Equally important are the domestic issues which you and the Republican Party seem to wish to bury during this campaign - minimum wage , medical care for the aged , aid to education , and the rising rate of unemployment ; only a week ago you stated you were going to talk about Quemoy and Matsu every day for the final 3 weeks of the campaign . Now it is Cuba . These latter two are important issues but I think the American people want and deserve to hear us discuss all the important problems which face our country and to limit the subject of the fifth to one country would be to subvert the purpose of such a debate .",['no relation'],"The question can be stated this way :  What should the U.S. Government do about Castro ?  I favor an economic and political quarantine as outlined in my American Legion speech . Specifically you state that  We must attempt to strengthen the non-Batista democratic anti-Castro forces in exile , and in Cuba itself who offer eventual hope of overthrowing Castro . Thus far these fighters for freedom have had virtually no support from our Government ."
nk_debate,sample,no relation,"But that means $ 3,000 more he pays for that house before he pays off his mortgage , and that is one reason why housing starts are off 20 percent this year , even though our population is increasing by 3 million a year . That is why there is unemployment in lumberyards and that is why some of our mills in Oregon are closing down . In 1952 , a typical school district wanting to build a million-dollar school faced interest on their bonds of $ 328,000 .",['no relation'],"Once again the economy surged to levels that they so like to cite . So what judgment is to be made of the opposition 's 20-year stewardship of the Nation 's economic affairs ? 1. Its policy was a tragic failure in solving the problem of unemployment during the peacetime years from 1933 to 1939 . 2. During the following 6 years , preparation for war and war itself solved the unemployment problem for them ."
nk_debate,sample,no relation,"We want a peace in which the world is not teetering constantly on the brink of war . We want a peace in which the funds now poured into the destructive forces of armaments may be channeled into the constructive results of disarmament - into great multi-Nation efforts to eradicate disease , harness rivers , eliminate illiteracy , and exploit the frontiers of space . We want a peace in which we can truly beat our swords into plowshares , our bombs into reactors , and our rockets into vehicles for exploring outer space .",['no relation'],"Why , then , Mr. Khrushchev , have you decided to come ? It has been suggested that you may have four possible objectives in mind . First , it has been suggested that your objective is to pose as a champion of peace and disarmament . You are said to be bringing new disarmament proposals with you ."
nk_debate,sample,no relation,"[ Response from the audience . ] I want someone to tell me a single piece of domestic legislation that Mr. Nixon ever proposed that stood for progress for the people , from minimum wage , social security - this summer we tried to pass a bill for medical care for the older citizens . Under the bill , which the President signed , before you or your mother and father , who may be retired , who may have a heart attack or cancer or sick for several months - before they can get any assistance under that program , they first have to sign a petition that they are medically indigent .",['no relation'],"The real question for our time is : Can we make a free society develop , grow , thrive , with sufficient purpose , sufficient direction , to compete with the single-minded advance of the Communists over a long period of time ? That is the problem that all of us face as Republicans and Democrats . My disagreement with this administration is that it has not set our goals high enough , that it has not provided the means and the mechanism by which we can meet the problems that we face , whether it is education whether it is housing , whether it is medical care for our older citizens , whether it is employment for our people , whether it is the development of natural resources , whether it is the building of strength throughout the world . Today , Latin America , Africa , and Asia hang on the razor edge of decision to decide which road they will take ."
nk_debate,sample,no relation,"But at the present time there is still a chance that the negotiations can result in an agreement in which testing will be discontinued by both the Soviet Union and the United States , or at least not resumed by both , assuming both have discontinued them , and that this agreement will have with it inspection procedures . Now the reason that it is vitally important that we continue to press forward until there is obviously no chance of success is that if we can get an agreement on nuclear testing , suspension of nuclear testing , with inspection , it opens the door and paves the way for disarmament with inspection . And this must be the goal of the President of the United States , whatever party he may be from .",['no relation']," It is impossible for us to provide for the disarmament of outer space , the disarmament of nuclear weapons , unless we are in a position of parity with the Soviet Union . This administration has less than 100 people working in the entire Federal Government on the subject of disarmament . I think we can do a better job than that ."
nk_debate,sample,no relation,"I can not understand , however , why you wish to place a gag on the press in this final debate . Cuba is important but so are our relations with the Soviet Union , the problems of Latin America , Africa , and Asia . Equally important are the domestic issues which you and the Republican Party seem to wish to bury during this campaign - minimum wage , medical care for the aged , aid to education , and the rising rate of unemployment ; only a week ago you stated you were going to talk about Quemoy and Matsu every day for the final 3 weeks of the campaign .",['no relation'],We have not done so . Cuba is only a phase of a great struggle which will take place in the next decade . We talk about Mr. Castro .
nk_debate,sample,no relation,"Meanwhile , the contradictory statements of Senator Kennedy still leave him opposed to this position . The misstatement : In the second debate Senator Kennedy said : The Republicans in recent years , not only in the last 25 years , but in the last 8 years , have opposed * * * minimum wage * * The facts : Senator Kennedy is saying that Republicans who opposed his particular bill are against minimum wage . The administration supported an increase in the minimum wage in 1955 , and in 1957 urged legislation to extend minimum wage coverage to some 3 million additional workers , an extension which the Democratic-led Congress failed to approve .",['no relation'],"Farmers will manage their own production , will limit their own marketing through such devices as marketing quotas , marketing orders and agreements , Government purchases , crop loans , and so on - an individual farmer-managed program tailored to each individual crop . With the price of milk fat today at only 80 percent of parity , the labor earnings of dairy farmers are less than the national minimum wage . Governor Nelson has taken an active role in formulating a dairy program ."
nk_debate,sample,no relation,"We want a peace in which the world is not teetering constantly on the brink of war . We want a peace in which the funds now poured into the destructive forces of armaments may be channeled into the constructive results of disarmament - into great multi-Nation efforts to eradicate disease , harness rivers , eliminate illiteracy , and exploit the frontiers of space . We want a peace in which we can truly beat our swords into plowshares , our bombs into reactors , and our rockets into vehicles for exploring outer space .",['no relation'],"You have defied and hamstrung the United Nations in the Congo . Yet you now come talking of disarmament . Under the old English legal maxim ,  He who seeks equity must come with clean hands ,  and you do not come to the United States , Mr. Khrushchev , with clean hands ."
nk_debate,sample,no relation,"I recall as we went by Swarthmore College some signs were up , saying ,  Mr . Nixon , why not disarmament ?  I want to talk a bit about that . I , as you know , happen to be a Quaker .",['no relation'],"A recent independent survey concluded : The only continuous features of our efforts in the disarmament field have been a lack of continuity in top personnel and a paucity of planning and research efforts . As a result of this failure we have been steadily unprepared on disarmament . Our delegates to international conferences have been inexperienced , understaffed , and inadequately instructed ."
nk_debate,sample,no relation,"If he pursued the programs he has advocated domestically - programs which could only produce cruel inflation and Government interference with every aspect of our economic life , he could only pipe us to recession or worse . If he pursued the policies abroad which he has suggested , apology to Khrushchev , retreat in the Pacific , open interference in Cuba , he could only pipe us into grave international crisis or worse . Take a specific field : Senator Kennedy 's campaign to talk us into a recession has now reached phase 2. If elected , he says , he will counsel with President Eisenhower about how to deal with it .",['no relation'],We 've got to break our treaties - and he did n't say that but that 's the way everything was interpreted . He said : We will actually aid the rebel forces in and out of Cuba . He did n't know what he was saying .
nk_debate,sample,no relation,"I think we can do better in raising our prestige abroad . I think we can do better in having friends , not foes , in Cuba , only 90 miles away . I think we can do better in practicing what we preach about equality before the law without regard to race , creed , or color .",['no relation'],"And yet the Soviet power has steadily increased . Cuba has been lost for the time being , I hope , to the Communists . Laos has begun to slip behind the Iron Curtain and may in the next 7 or 8 days ."
nk_debate,sample,no relation,"They are equally entitled to share in economic progress . The fiscal burden of an inadequate minimum wage law lies upon the community , and thus upon every taxpayer . In New York City , 44 percent of the families to whom relief is extended include those who are wage earners but whose incomes are inadequate .",['no relation'],"[ Applause . ] Social security , housing , minimum wage , unemployment compensation , educational assistance , support for our farmers , support for those in trouble , public assistance , public health , the Federal Reserve Board , the Securities and Exchange Commission , insurance for your deposits in the bank - all came from our party , and the reason is a simple one - [ applause ] - and that is by and large across the country the Democrats represent every group in our society . They represent farmers and small businessmen and working men and women ."
nk_debate,sample,no relation,"These are the times that you can read and have the time to read that you will never have later , and you can get the opportunity to specialize much later . You can learn about political science by participating in political organizations , and I would say certainly a political science course under the very able people who instruct you in our colleges and universities is worth while , but particularly to those who want to enter public service , if I could leave just one note - Remember , that while the broad background in the humanities and history and literature would seem to be very remote from the problems of Ghana and Cuba , from the problems of what we do about health care and what we do about the filibuster , remember those are the courses that will give you the judgment and the depth that is needed to react properly and intelligently to these great issues when they come before you years later , if you happen to enter public life . The last point that I would make is this : I want everybody here to certainly feel the necessity for , as I put it , going into politics ; I do n't mean all of you should run for office .",['no relation'],They 're going to stir up trouble . We 're going to have trouble not only in Cuba but in Japan and all over the world . Why ? Because they 're going to stir them up .
nk_debate,sample,no relation,"No. I think we had to come back . I think it would have been a much bigger mistake for us to say that we were not going to do anything about these matters , and that we were going to adjourn and not do anything about some of the appropriation bills , the Antarctic Treaty , education , housing , minimum wage , and care of the aged , that we were not going to try . We did not do as well as I thought we should have done .",['no relation'],"[ Applause . ] The Republican Party , which in 1935 voted almost unanimously against the 25-cent minimum wage , voted almost unanimously against the $ 1.25 in 1960 . A Republican Party , which in 1935 voted 95 to 1 in the House of Representatives against the social security bill , voted 44 to 1 , with only one Republican , for medical care for the aged in the last session of the Congress ."
nk_debate,sample,no relation,"The misstatement : In the second debate Senator Kennedy said : The Republicans in recent years , not only in the last 25 years , but in the last 8 years , have opposed * * * minimum wage * * The facts : Senator Kennedy is saying that Republicans who opposed his particular bill are against minimum wage . The administration supported an increase in the minimum wage in 1955 , and in 1957 urged legislation to extend minimum wage coverage to some 3 million additional workers , an extension which the Democratic-led Congress failed to approve . In 1960 , this administration sought to extend minimum wage coverage to 3.1 million additional workers and indicated support of an increase in the minimum wage to $ 1.15 per hour .",['no relation'],"We are going to have , by the middle of November , 1 million unsold cars , the highest inventory of unsold cars in the history of the United States . Now , anyone who believes that under those conditions we should continue that kind of leadership , that supports leadership that twice , not once , but twice vetoed the area redevelopment bill , sponsored by your Congressman , Dan Flood , and your Senator , Joe Clark - anyone that believes that a minimum wage of $ 1.25 is extreme , Mr. Nixon is your man . But anyone who believes as I do that this country will never be strong in the world , that we will never be successful in turning Mr. Khrushchev back , we will never be successful in expanding freedom around the world unless we have in this country a strong and vital and progressive society , and that is what we are committed to , that is what we are committed to , and I believe the American people on November 8 , faced with a choice of a leadership that looks to the past and the present , and recognizing that this country , the only hope of freedom that there is , we are the only sentinel at the gate , and if we do n't move ahead , if we do n't provide employment for our people , if we do n't use our facilities to the fullest , if we do n't educate our children and provide under social security medical care for our aged and jobs for those in between , then the United States , instead of being the leader of the free world , will cease to count as the only hope of freedom ."
nk_debate,sample,no relation,"We did not come up with a single major new proposal in the field of arms control , and we cared so little about it that we regarded the entire effort as merely a part of our effort in psychological warfare . At the London Conference of 1957 , the first important disarmament Conference held in the fifties , and the one which came closest of any in reaching an agreement on disarmament , we sent a man who had not been active in the field , Harold Stassen , we sent him to a meeting without formulating an American position . Mr. Stassen was never able to get clear instructions at the meeting as to what our position was .",['no relation'],"The hope for peace is to be firm against those who threaten the peace so that they ca n't blackmail us . The hope for peace is then to go out and sit down , from a position of strength , and negotiate for disarmament for peace but always from strength and never from weakness . And that 's what Cabot Lodge and I will do ."
nk_debate,sample,no relation,"Senator Kennedy , my name is Walter Butler , and I am a labor representative . A good many of our membership are very much concerned about the growth of unemployment throughout this State and throughout the Nation . I wonder if you might in a few words explain what your program will be when you become the President of the United States concerning this problem .",['no relation'],"These are programs for which I stand . Also , we believe in programs which would deal with the problems of unemployment more effectively . Programs which will deal with the problems of the depressed areas ."
nk_debate,sample,no relation,"Through a program of plant modernization , full use of valuable weapons against excessive imports , and expansion of markets through research , the highly developed skills that made our textile industry great can once again lead the way to greatness . Third , we must work to establish decent , adequate and fair national standards of unemployment compensation and minimum wages . The raising of the minimum wage and its extension to cover millions of unprotected American workers must be one of the first items on the agenda of the next administration .",['no relation'],They talked . But what did they produce ? They promised a 25-percent minimum wage increase in place of the program that President Eisenhower asked for and that could have been passed and should have been passed . What did the workers get ? Nothing at all .
nk_debate,sample,no relation,Africa could determine to make itself free . Cuba could change . All these things could move in one direction or another in the next 10 years .,['no relation'],"I think the struggle will be , really , to prevent the spread of Castroism throughout all of South America . Cuba really is an isolated island . The great problem that we face as citizens of this hemisphere is to prevent other countries from following that example ."
nk_debate,sample,no relation,"But northern Minnesota has not been the only area to suffer . This Nation today has more than 126 areas of substantial unemployment - almost 4 million Americans out of work - and 1 out of every 10 Americans struggle to support themselves and their families without any job , or with only part-time work . If your mining areas are depressed - it is because mining areas all over the Nation are depressed - and our vital steel industry is being allowed to operate at barely 50 percent of capacity .",['no relation'],"To strengthen our country from within , he promises to move the Federal Government into the very heart of your school system by providing Federal dollars for use to pay the salaries of your teachers , which would inevitably bring Federal control of what is taught . To assure a vital economy , he promises a minimum wage that official studies show would force unemployment and business failures . To protect the unfortunate , he promises to give the wealthiest people in American a helping hand with medical costs in their later years , while withholding help from some 3 million people with incomes of $ 2,000 or less ; in fact , in the name of freedom he would force this medical program on one and all , save the 3 million who need help the most ."
nk_debate,sample,no relation,", here is what he said :  Unless unemployment goes over 4.5 million ,  Mr. Nixon says ,  Unless unemployment goes over 4.5 million , it can not become a significant issue in the minds of a great many people . There must , after all , be some unemployment .  [ Response from the audience .",['no relation'],"Consider their whole 20-year record . For 6 years in the 1930 's the opposition failed miserably to solve the problem of unemployment . In 1939 , when war came in Europe , unemployment in America , after 6 futile years of their trying to solve it , stood just under 9 ½ million ."
nk_debate,sample,no relation,"Mr. Nixon may now say he has been urging an acceleration of our defense all along - but in his August 10 press conference the President said he knew of no such different viewpoint by the Vice President , adding :  Certainly if there is , he has n't come to me about it .  What was the Security Council doing while the Nation was undergoing this experience ? Why would anyone point with pride to presiding over successive blows to our security and prestige - Indochina , Hungary , Suez , Sputnik , the riots in Venezuela , the collapse of the summit , the riots in Japan , the collapse of the Baghdad Pact , the failure of disarmament , the U-2 fiasco , and now Cuba and the Congo ? Why would anyone boast about presiding over the Security Council during the years it rejected the now accepted findings of the Gaither report , the Killian report , and the Rockefeller report - during the years it held back our missiles and frustrated our efforts in Space - during the years it failed to come up with one new idea of any importance : for  Atoms for Peace  was a slogan , the Eisenhower Middle East Doctrine was a farce , the  open skies  plan was a gesture , and the Baghdad Pact was a failure . Mr. Nixon has presided , in short , over the decline of our national security .",['no relation'],"In Asia , in Africa , in South America , all over the world , where a billion people live , so-called underdeveloped or newly developing countries - a conflict is going on for the allegiance of men and women . It 's a conflict which is difficult from our standpoint ; it is one that I am sure many Americans sometimes are tempted to brush off by saying : Let 's draw within our own shell , let 's build our own strength and be tough at the conference table and let the rest of the world go hang , because when you see what happens in Laos - after all the money we 've spent there - when you see the troubles in the Congo , when you read of what 's happening in Cuba , there is a temptation to engage in the kind of thinking that I have just described . But let us never forget that if America fails its responsibility to the world that the world will be lost and we will be lost with it , because the Communists are working ."
nk_debate,sample,no relation,"Now , how does our opponent compare in this field ? All I can say is this : On three great issues - the Formosa Straits , the President 's conduct at the summit conference , when he refused to apologize to Khrushchev , as he should have refused to apologize to him --- [ Cheers and applause . ] And then on Cuba - Senator Kennedy has said one thing , President Eisenhower has said another - President Eisenhower has been right , Senator Kennedy has been wrong - and the American people know it . [ Cheers and applause .",['no relation'],"Here again we see the President taking the line that we will quarantine Castro , and we 're doing it economically and politically , and that will have the effect that everybody wants to see , that the Cuban people have the opportunity to have freedom . And yet here again my opponent made a suggestion which throughout the world , in every paper supporting him in this campaign , even in the United States , was interpreted as meaning advocating Government intervention in Cuba . What would that have meant ? It would have meant an open invitation for civil war , an open invitation for the Communists to come in. But then others say to me ,  But , Mr. Nixon , he did n't mean it ."
nk_debate,sample,no relation,What is  extreme  is the fact of 9 million Americans over the age of 65 trying to survive on incomes of less than $ 20 a week - the 3 million more living on $ 40 a week . What is  extreme  is the fact of millions of older Americans who are unable to afford the medical care - the doctors and drugs and hospital rooms - which they so desperately need . And what is  extreme  is the opposition of the Republican Party to every effort to bring help to our older citizens .,['no relation'],"I have confidence in our ability to close the missile gap , to modernize our conventional forces , and to give this country the kind of defensive strength it needs to stop the next war before it starts ; the kind of strength Stu Symington pointed out we would need many years ago . I have confidence in this Nation 's ability to look out for its older citizens - to see that they have a decent pension , a decent home , and decent medical care . The people who oppose this program today , under Mr. Nixon 's leadership , are the very same people from the very same party who used the very same arguments against social security a generation ago ."
nk_debate,sample,no relation,"And , so I want to make clear where we do stand . I favor programs , programs that are constructive , programs that will work , programs that will produce progress ; more schools , a breakthrough in science , a breakthrough in medical care and medical research , progress in terms of better jobs for the American people , raising the minimum standards as far as our minimum wage , and our unemployment coverage is concerned . All of these things I stand for , but I want to make one thing clear : As far as the cost of my programs are concerned , they are billions less than what my opponent 's would cost .",['no relation'],"[ Applause . ] About 2 weeks ago , Mr. Nixon and I met in a debate and in that we discussed $ 1.25 minimum wage . Senators are paid much more than that , and so are Vice Presidents ."
nk_debate,sample,no relation,"Those who are too poor , uninformed , too uneducated to enjoy their constitutional freedoms of choice , do not really possess those freedoms . That is why we fight so hard for minimum wage legislation , for better housing , for social security protection in illness in old age . In order to participate in the other great freedoms we have to have a standard of living for our people so that they can enjoy them .",['no relation'],"Fact : When the minimum wage was raised from 40 cents to 75 cents an hour , every Republican on the House Labor Committee opposed it and the Republicans in the House voted 143 to 12 to take away minimum wage protection from 1 million workers who were covered . Fact : In 1960 , the attempt to raise the minimum wage to $ 1.25 an hour was defeated in the House when Republicans voted 119 to 27 against it . In the Senate , the $ 1.25 minimum wage was opposed by the Republicans , 18 to 14 ."
nk_debate,sample,no relation,"Automation was little more than a word then - now it means unemployment and hardship for untold thousands of workers . The pressure on our schools - the plight of our elderly - the cost-price squeeze on our farmers - the decline of our cities - the high cost of medical care - these are newer and greater problems and pressures which in 1960 are still growing and changing and demanding new leadership . The world is changing , too .",['no relation'],"I 'm proud of that record , and we have a program that will produce greater progress and greater prosperity on those issues for America in the future , I can assure you . But may I say it would n't be enough to rest our case there because , you know , you can have the best jobs , the best social security , the best medical care that we can possibly imagine , and it is n't going to make any difference if we 're not around to enjoy it . And , so , I say peace without surrender , the extension of freedom , this is the great issue ."
nk_debate,sample,no relation,"Well , in eastern Kentucky the problem is comparable to the problem in West Virginia and the other States , where coal has brought in new machinery and automation has taken the jobs of men . I believe that the best program that we can put forward , as I suggested in my speech , was the so-called area redevelopment bill , which provides loans to small business , which provides loans and grants to communities to provide fresh water , which provides assistance for vocational retraining to train men for new jobs , loans for small businessmen at low rates of interest , supplemental unemployment compensation . The second program that I think would be useful is to restore defense manpower policy No.4, which provides that defense contracts shall be steered into those areas which have chronic amounts of surplus labor .",['no relation'],"There have been two recessions since 1952 and , as the Wall Street Journal has warned , a third could now be underway . During a recession , as unemployment rises , profits decline , and farmers and small businessmen suffer especially , the growth of the gross national product slows to a halt , and public revenues shrink . A free economy can not have a perfectly regular rate of growth ."
nk_debate,sample,no relation,"I select it because I believe it is the most important issue not only of this campaign , but of our time , of our generation , of this country . I select it because I know that the people of this State as the people of the other 49 States of the Union , want leadership which will continue to do what President Eisenhower has done , and for which the American people will be forever grateful to him , leadership that will keep the peace , keep it without surrender , leadership that will extend freedom , extend it without war , leadership which will make us proud of our Nation in the council of nations , leadership in which the President of the United States , when he goes to the United Nations , as a man of dignity , standing for disarmament , standing for progress , standing for helping the unfortunate people of the world , and gaining respect rather than making a fool out of himself as did Mr. Khrushchev when he was there at the United Nations - and I know that everybody in this audience , everybody listening to me on television and radio , recognizes that the problems are difficult , difficult not because of our choosing , difficult not because of the other peace-loving nations - and , fortunately , my friends , they are most of the nations in this world , our allies in Europe and in Asia , the so-called neutrals in Africa , and in South America , and in other countries . Certainly in this period we realize that the problems are difficult only because there is on the loose in the world a great aggressive force , a force which is fanatical which is ruthless , whose leaders do not follow the rules of international diplomacy , as we would like them to be followed , whose leaders - and I know them , and I speak from knowledge - are men who have one objective , and one only , and that is to conquer the world , conquer it without war , if they can , but willing to use any means , if that becomes necessary , and because when we have this kind of leadership , aggressive , always probing , always attempting to embarrass , always moving against us around the world , the period ahead is going to be a difficult one .",['no relation'],"We did not come up with a single major new proposal in the field of arms control , and we cared so little about it that we regarded the entire effort as merely a part of our effort in psychological warfare . At the London Conference of 1957 , the first important disarmament Conference held in the fifties , and the one which came closest of any in reaching an agreement on disarmament , we sent a man who had not been active in the field , Harold Stassen , we sent him to a meeting without formulating an American position . Mr. Stassen was never able to get clear instructions at the meeting as to what our position was ."
nk_debate,sample,no relation,", here is what he said :  Unless unemployment goes over 4.5 million ,  Mr. Nixon says ,  Unless unemployment goes over 4.5 million , it can not become a significant issue in the minds of a great many people . There must , after all , be some unemployment .  [ Response from the audience .",['no relation'],"Listening to the opposition , one would never know that there are almost 68 million Americans at work in our $ 500 billion economy and that Americans are earning at a record annual rate of over $ 408 billion . One will never learn from my opponent that employment declined less than seasonally last month and that unemployment went down more than seasonally . Unemployment dropped not only as to number but also as a percentage of the labor force ."
nk_debate,sample,no relation,"It is the kind of problem that is difficult of solution , but it is the kind of problem that the Republicans never think about . They have never concerned themselves in the last 25 years with the problems of employment , of social security , of housing , of minimum wage , of social justice , of equality of treatment , of aid to education , of a stronger better America , to which we are committed . So I come here to Pennsylvania a State which has not gone Democratic in a presidential election for 20 years , and I come here and ask your belp in this campaign .",['no relation'],"In 1935 , 90 percent of the Republicans voted against social security . In 1937 and 1938 , 90 percent of the Republicans voted against the 25-cent minimum wage . This summer , when we tried to improve the standards of social security by providing medical care for the aged tied to social security , again the great majority of the Republicans , over 90 percent , voted against medical care for the aged tied to social security ."
nk_debate,sample,no relation,"It is time for action , not talk . Next January we will have that action and that is why I am glad to make medical care for the aged a top priority issue in this campaign . This is the Republican record - a record of neglect and indifference - the record of a party , to quote Franklin Roosevelt , that is  frozen in the ice of its own indifference .",['no relation'],"Let me tell you in a word , if I may why it is of such transcendent importance . I do n't mean that issues such as what kind of Government will see that we have the best job , the best schools , the best medical care , social security , are not important . Oh , I know how important they are ."
nk_debate,sample,no relation," It is only when we have a military force strong enough to convince the Russians that they 'll never be able to gain any advantage through military strength , only when we can approach the conference table in a position of equality , only then can we hope for fruitful negotiation . Second , we must establish an arms control research institute , under the direction of the President , to undertake , coordinate , and follow through on the research , development , and policy planning needed for a workable disarmament program . Detection and monitoring systems will require new techniques of aerial reconnaissance and radar surveillance , new uses for our communications systems , computers , and cameras , new ways to denature plutonium and inspect power reactors , and a whole host of additional research projects .",['no relation'],"They want to go Eisenhower 's way - and that 's our way , and that 's the way we 're going . Now , the last point that I make is one that I make particularly because I know of the great concern the people in these university communities have for the cause of disarmament . People have often spoken to me - my friends who are Quakers , as I am , have written to me - and they have said ,  Mr ."
nk_debate,sample,no relation,"Mr. Nixon may now say he has been urging an acceleration of our defense all along - but in his August 10 press conference the President said he knew of no such different viewpoint by the Vice President , adding :  Certainly if there is , he has n't come to me about it .  What was the Security Council doing while the Nation was undergoing this experience ? Why would anyone point with pride to presiding over successive blows to our security and prestige - Indochina , Hungary , Suez , Sputnik , the riots in Venezuela , the collapse of the summit , the riots in Japan , the collapse of the Baghdad Pact , the failure of disarmament , the U-2 fiasco , and now Cuba and the Congo ? Why would anyone boast about presiding over the Security Council during the years it rejected the now accepted findings of the Gaither report , the Killian report , and the Rockefeller report - during the years it held back our missiles and frustrated our efforts in Space - during the years it failed to come up with one new idea of any importance : for  Atoms for Peace  was a slogan , the Eisenhower Middle East Doctrine was a farce , the  open skies  plan was a gesture , and the Baghdad Pact was a failure . Mr. Nixon has presided , in short , over the decline of our national security .",['no relation'],"As the President indicated in his press conference in Washington this morning , there 's no question about our attitude toward Cuba , our determination that there will not be set up a foreign-controlled Communist dictatorship in Cuba [ applause ] but what we must remember too is that the United States has the power - and Mr. Castro knows this - to throw him out of office any day that we would choose , but getting rid of Castro is not the answer alone . We have to remember what brought Castro and then we have to give a constructive alternative to the people not only of Cuba , but to the people of all the Latin American countries , where they can see that there is a way to a better life in those countries without turning to Communist dictatorship to get it . This is what we have to prove to them ."
nk_debate,sample,no relation,"I had one of them in my own State , Lawrence , Mass . , where the unemployment rate was 35 percent for 3 years , and the reason , of course , was because we lost our textile mills . This administration has opposed both area assistance bills .",['no relation'],"First , we must spur the rate of national economic growth so as to take up the slack now existing in heavy industry - such as steel , chemicals , and autos - and in service industries - such as building and construction . Secondly , we must administer existing defense and other Federal procurement programs in a manner that , consistent with the national interest , areas with idle facilities and idle skills are given priority before those skills are disgraced and chronic unemployment takes over . Third , to that end , we will repass , and I would sign , the depressed-areas bill twice vetoed by the Republicans ."
nk_debate,sample,no relation,"He criticized administration farm vetoes . He stressed , and I quote him ,  The necessity for the restoration of cordial relations with Latin America  and he called for more effective action against disarmament . The Democratic nominee in 1928 spoke 30 years ago tonight about building a stronger America , strengthening not only our economy but our sense of moral purpose and our public duty .",['no relation'],"A recent independent survey concludes , and I quote it accurately ,  The only continuous features of our efforts in the disarmament field have been a lack of continuity in top personnel and a paucity of planning and research effort .  As a result , we have been unprepared at every disarmament conference that we have attended . At a time when our relative military strength was at its height , in the mid fifties , at a time when we had the best chance to reach an agreement on control of arms , there was not a single top person in the entire Government working on this subject ."
nk_debate,sample,no relation,"I stated on the program on Monday night that I supported a balanced budget . In my judgment the only reason to unbalance the budget would be if there was a severe national emergency requiring a crash program for defense , or , secondly , if there was serious unemployment requiring expenditures in order to stimulate employment . It is an interesting fact that the largest peacetime deficit in the history of the United States was not in Franklin Roosevelt 's administration and not in Harry Truman 's administration .",['no relation'],"They are not the goals of his party , and Mr. Nixon and his party have opposed and killed every one of these programs . And their opposition - an opposition born of indifference to the urgent needs of the American people - has helped transform the Duluth - Superior area into a section of declining income , and increasing unemployment . But northern Minnesota has not been the only area to suffer ."
nk_debate,sample,no relation,"Unemployment is not insignificant to an America which desperately needs the skills and labor of all its citizens if it is to rebuild the strength which alone can maintain the cause of peace and freedom in a perilous and changing world . And unemployment is not insignificant to the Democratic Party - which has always pursued a policy of full employment - which has never said that there  must be some unemployment  and which is going to see that there are jobs for all Americans in the sixties . In fact , unemployment is only insignificant to Mr. Nixon and a Republican Party which has opposed every Democratic effort to put men back to work in the past 8 years - which has complacently stood by while unemployment rose from less than 2 million in 1952 to 4 million today and while Michigan lost more than 100,000 jobs despite an expanding population .",['no relation'],"But both of them lived many , many years longer , and both of them , the longer they lived , gained love and affection from the American people - and I would only hope tonight that , however this election turns out , Senator Kennedy and I in the years ahead will be able to conduct ourselves with the dignity , the decency which earned the esteem and the love of the American people for the two men who were engaged in that great campaign of 1928 . The decline in unemployment throughout the country reported last week by the Departments of Labor and Commerce is good news for America . It must have come as a disappointing surprise to the opposition camp from which we are hearing so much foreboding talk about the future these days ."
