datasets,spl,single_ans,conversations,answer
pe,sample,Premise,he is thinking about the movie or whatever has happened in it,['Premise']
pe,sample,Premise,"my brother are studying in an international university with a mixed community include Vietnam, Brazil, Argentina, etc",['Premise']
pe,sample,Premise,"As everyone's life is too short to risk trying anything without any prepare, we all should learn about other's mistakes",['Premise']
pe,sample,Premise,"Luckily, in our university, you can attend the classes regardless of the score you reach",['Premise']
pe,sample,Premise,"the internship, although without pay, can give them the experiences that money cannot buy",['Premise']
pe,sample,Premise,"yellow journalism block the viewers from significant news, such as education, environment and public issues",['Premise']
pe,sample,Premise,"when we grow bigger, they teach us many fairy tales and several important ethic lessons that affect us till the end of our lives",['Premise']
pe,sample,Premise,They can solve the problem quickly,['Premise']
pe,sample,Premise,"if a large company decides to open a branch in a foreign country, they would need more employees in that country to work there",['Premise']
pe,sample,Premise,they already have such experiences of overcoming some difficulties,['Premise']
pe,sample,Premise,"scientists could invent ways to lead drugs directly to the damaged organs of the body, which is a miraculous breakthrough",['Premise']
pe,sample,Premise,The education of art and music would not work if students resist it,['Premise']
pe,sample,Premise,This kind of gender biased approach is detrimental for the development of the society,['Premise']
pe,sample,Premise,"Every year, cosmetic companies, farms or medical schools kill millions of animals to test their products, without any beneficial result",['Premise']
pe,sample,Premise,free yourself and do what you desire without notice about consequences is the way that success people would like to choose,['Premise']
pe,sample,Premise,"For all of them we have to ask for a permission, and most of the time we are not allowed",['Premise']
pe,sample,Premise,it help them improve their professional business knowledge,['Premise']
pe,sample,Premise,"in some industrial cities, a large proportion of the workers are suffering various breathing problems, such as asthma which can be caused by waste ashes and certain chemical substances",['Premise']
pe,sample,Premise,"being much richer than local people, they faced the discrimination",['Premise']
pe,sample,Premise,"when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced",['Premise']
pe,sample,Premise,the employers can make sure the employees can actually focus and concentrate on their projects instead of thinking about their children or feeling pressured,['Premise']
pe,sample,Premise,authentic exhibits cannot be completely displayed only by images and videos,['Premise']
pe,sample,Premise,usually libraries do not have income,['Premise']
pe,sample,Premise,parents always tell students that the adult life is much tenser than school life,['Premise']
pe,sample,Premise,"When you do things by your self, you learn to depend on yourself",['Premise']
pe,sample,Premise,High population in poorer countries due to lack of family planning caused the proportion of doctors unbalance to the quantity of resident,['Premise']
pe,sample,Premise,I feel happy when I listen music,['Premise']
pe,sample,Premise,"if someone decided to quit his job without really thinking about the alternative, or a plan B, he could end up being unemployed, because of his speedy decision",['Premise']
pe,sample,Premise,there is no certain parameter to value it,['Premise']
pe,sample,Premise,the marketing campaign of Ministry of Health in Turkey which aimed smoking problem among the youth increased the well-being of those who quit smoking and adapted a better lifestyle after the campaign,['Premise']
pe,sample,Premise,They will study with new breath and great enthusiasm in new school,['Premise']
pe,sample,Premise,many tourists around the world marveled at the perfect synthesis of the modern technology and the traditional culture,['Premise']
pe,sample,Premise,People who have type by computers may suffer from such disease related to knees,['Premise']
pe,sample,Premise,"The media face the challenge that media executives must choose the content, which can attract the audience",['Premise']
pe,sample,Premise,those good endings sometimes are helpful,['Premise']
pe,sample,Premise,"Without their research, there will be more artcrafts being ruined by nothing",['Premise']
pe,sample,Premise,A co-operative approach can create inspirational and motivational feeling seeing other people's achievements,['Premise']
pe,sample,Premise,We live in a social setup and mutual help and sharing only leads to success,['Premise']
pe,sample,Premise,a fair trial can be achieved,['Premise']
pe,sample,Premise,internet provides efficient search facility where one can search the topic and get the details,['Premise']
pe,sample,Premise,English is making lesser-known languages disappear ever year,['Premise']
pe,sample,Premise,"authorities should spare no efforts in improving public transportation facilities, such as constructing more bus lines, in order to reducing the usage of private cars",['Premise']
pe,sample,Premise,"Today, we are able to read the news all over the world, to chat with people through the Internet, or to travel around the world by planes",['Premise']
pe,sample,Premise,During those vacations i used to analyze my performance in latest examination and used to go through those question or concept again to avoid making same mistakes,['Premise']
pe,sample,Premise,Talking to my friends was frustrating,['Premise']
pe,sample,Premise,"as people, especially teenagers increasingly tend to focus on their phones, they may lose their interests on daily activities such as meeting with friends, and this lack of communication may impair their future negotiation and interpersonal skills",['Premise']
pe,sample,Premise,"A continuous study pressure for over 10 years makes the mind saturated and like a robot, to follow instructions",['Premise']
pe,sample,Premise,Old buildings are an essential part of history,['Premise']
pe,sample,Premise,good exercises can often successfully alleviating one's heavy burdens,['Premise']
pe,sample,Premise,"From this i learned, how to manage money correctly",['Premise']
pe,sample,Premise,all the learners are probably from the same country,['Premise']
pe,sample,Premise,the money invested into physical education program can save allocations into healthcare,['Premise']
pe,sample,Premise,They feel themselves independent and would prefer to work more for money,['Premise']
pe,sample,Premise,the possibility of the conflicts is reduced because the understanding between both parties,['Premise']
pe,sample,Premise,"In the real world, we are inclined to take extreme approach to tackle a small problem due to excessive violence exposure",['Premise']
pe,sample,Premise,"With the advent of iPads in e-learning, paper books become unnecessary, so does the blackboards",['Premise']
pe,sample,Premise,"They show us how they survive, or how they defend themselves etc",['Premise']
pe,sample,Premise,"He shared his own experience with me, which helped me quite a lot",['Premise']
pe,sample,Premise,They will not be able to enjoy their meals while breathing in smoke around them,['Premise']
pe,sample,Premise,They prefer male staff for night shifts,['Premise']
pe,sample,Premise,After enforcing restrictions the situation came to control and this act as benefit rendered to the public,['Premise']
pe,sample,Premise,"There are plenty of people, who are now really successful, have started working in challenging as well as competitive fields as singers, dancers and painters",['Premise']
pe,sample,Premise,Computers have intruded our lives to the effect that a satellite can peep into our homes and privates lives,['Premise']
pe,sample,Premise,"The more money, the more chances",['Premise']
pe,sample,Premise,they produce plenty of profits,['Premise']
pe,sample,Premise,"It can be a difficult task to pay for rent, food, utilities and other expenses to sustain yourself",['Premise']
pe,sample,Premise,"it also contributes to unhealthy behaviors of life, like sedentary lifestyle",['Premise']
pe,sample,Premise,the marketing campaign of Ministry of Health in Turkey which aimed smoking problem among the youth increased the well-being of those who quit smoking and adapted a better lifestyle after the campaign,['Premise']
pe,sample,Premise,they need to make some contribution too for their children future,['Premise']
pe,sample,Premise,There are always interesting and useful experiences that successful people can learn them only by trying new things,['Premise']
pe,sample,Premise,"research done by universities proves that student's performance improves if they get regular breaks from their learning, preparation and examination schedule",['Premise']
pe,sample,Premise,"Some reporters are more interested with gossip than news relating to public issues, paying too much attention to the personal lives of famous people",['Premise']
pe,sample,Premise,they are worth to have good care,['Premise']
pe,sample,Premise,they will have a bad result in school,['Premise']
pe,sample,Premise,"if musical activity involves many participants, there will be co-operation and developed team work in the group, which is, of course, beneficial in their future life",['Premise']
pe,sample,Premise,"As astronauts need to travel to outer space which does not have any oxygen to breathe in, scientists are compelled to do research on the oxygen tanks",['Premise']
pe,sample,Premise,they want to invest more time in their work or study to improve themselves,['Premise']
pe,sample,Premise,We will never have to worry if our mails will be sent to the right address,['Premise']
pe,sample,Premise,"from the economic aspect, buying newspapers appears to be a waste of money when the internet becomes available for every one",['Premise']
pe,sample,Premise,"language contains many aspects of people's daily life, which is influenced by culture, environment as well as religious",['Premise']
pe,sample,Premise,whether it can work out for alleviating traffic and pollution pressure ought to be evaluated,['Premise']
pe,sample,Premise,I could not only get higher scores in math test but also solve the university-level problems,['Premise']
pe,sample,Premise,They might even find it difficult to adapt to education environment,['Premise']
pe,sample,Premise,Student can also study by themselves in the library and focus on only the topic they do not understand,['Premise']
pe,sample,Premise,highly qualified foreign language teachers are easily accessible in various schools and colleges,['Premise']
pe,sample,Premise,limiting the number of people who can be admitted by universities is a good choice,['Premise']
pe,sample,Premise,"Most of the novels describe not only main characters but also other people in the novels, where each scene is happening",['Premise']
pe,sample,Premise,"the rate of obesity in children has increased every year, it will be very beneficial for children to have a daily physical activity and get a break from being sitting several hours at school",['Premise']
pe,sample,Premise,"an uneducated person may barely appreciate musicals, whereas a physical damaged person, resulting from the lack of medical treatment, may no longer participate in any sports games",['Premise']
pe,sample,Premise,its merits still outweigh these downsides,['Premise']
pe,sample,Premise,"As for students, we can get what we want to know from textbooks, webs or teachers",['Premise']
pe,sample,Premise,"Especially, if they have no knowledge or education in this field",['Premise']
pe,sample,Premise,"When I was ten years old, I was a shy girl",['Premise']
pe,sample,Premise,TV is one of the prime source of data and information,['Premise']
pe,sample,Premise,"People who are intent to commit crime and control cities through gang violence and other means will find a way to continue to use guns, regardless of gun control",['Premise']
pe,sample,Premise,"there is a risk that children may be exposed to unhealthy contents, such as violence or pornography, arranged in the games by such companies to secure financial survival",['Premise']
pe,sample,Premise,"In the earlier periods, it was not easy to find a teacher to learn a foreign languge",['Premise']
pe,sample,Premise,concerns and anxieties are very destructive in everybody's life,['Premise']
pe,sample,Premise,"when Irak was hardly struck by the Second Gulf War, its citizens tried to catch any incoming news about the FootballWorld Cup through their portable receivers",['Premise']
pe,sample,Premise,students should choose their classes to have progress in their studies and grades,['Premise']
pe,sample,Premise,they can be proselytized into bad isms,['Premise']
pe,sample,Premise,the very nature and wildness are all brought into zoos and spending time there help us to forget all stress as well as pressure,['Premise']
pe,sample,Premise,"at American Museum of Natural History, you can make a bone-by-bone reproduction of the museum's stegosaurus",['Premise']
pe,sample,Premise,About a year ago I was lucky to become a participant of student brainstorming game,['Premise']
pe,sample,Premise,the bulk of them realize that high promotion and competition can assist them to improve their skills and horizons,['Premise']
pe,sample,Premise,It is assumed the amazing performances they give to the audiences are only valuable in aesthetic and entertaining terms,['Premise']
pe,sample,Premise,This experience also makes them aware of what they would like to make of their life,['Premise']
pe,sample,Premise,"Or some part of the world that are in arid area believe that if they danced, the rain would come",['Premise']
pe,sample,Premise,mobile phones and other tools of modern communication facilitate not only contact with friends and relatives in faraway places but also global business,['Premise']
pe,sample,Premise,"due to increasing exposure on current affairs and knowledge on cutting-edge technological developments, female graduates are more willing to take huge responsibilities in their workplace, despite its intensive stress and pressure",['Premise']
pe,sample,Premise,the fast growth of news media is helpful for people worldwide,['Premise']
pe,sample,Premise,"When others are still struggling in preparing their resume, one with a good recommendation letter has already passed the first stage in the interviewing process",['Premise']
pe,sample,Premise,Japan is working to build a working space solar power system by 2030,['Premise']
pe,sample,Premise,Hard work make you a professional man/woman which are powerful in his or her job,['Premise']
pe,sample,Premise,"in accordance with recent research, experts suggest the lifestyle of individuals in modern society is unhealthy",['Premise']
pe,sample,Premise,they have a chance to learn about their societies,['Premise']
pe,sample,Premise,"jobs has various responsibilities like attendance, sometimes extra work and so on",['Premise']
pe,sample,Premise,these languages are tightly coupled with history; all the olden day literature and scripts will be impossible to decipher if these languages are lost,['Premise']
pe,sample,Premise,This fairy tale turns out to be true thanks to technical and internet advances,['Premise']
pe,sample,Premise,carbon emission cut is significantly essential for protecting the atmosphere,['Premise']
pe,sample,Premise,work in person can indirectly improve the quality and the efficiency of the project,['Premise']
pe,sample,Premise,during the football match the students of different high schools will come and after the competition they will keep in touch,['Premise']
pe,sample,Premise,consumers who intake those fertilized products on a regular base tend to suffer a series of disease in the future,['Premise']
pe,sample,Premise,standardized tests are required over those who don’t,['Premise']
pe,sample,Premise,"And when they are in primary school, teachers teach them more further knowledge, like writing skills and using computers",['Premise']
pe,sample,Premise,Even simple issues in our daily life like homework require accuracy,['Premise']
pe,sample,Premise,its impact is extraneous and we must not reckon on luck in our plans,['Premise']
pe,sample,Premise,they have so much pressure about study,['Premise']
pe,sample,Premise,"I am keen on museums and it would be a pleasure for me to spend several hours a week in front of famous paintings, sculptures or artifacts",['Premise']
pe,sample,Premise,Being friendly is a good way to treat a acquaintance but way not enough for a friend,['Premise']
pe,sample,Premise,"making a quick decision means that it's not very thought out, and that it hasn't been checked from all its aspects",['Premise']
pe,sample,Premise,They are the people who are most familiar with him can give a suitable advice and lead him to the right way,['Premise']
pe,sample,Premise,"If you spend your spare time at home or something like that, you can't enjoy beautiful nature",['Premise']
pe,sample,Premise,"His parent tried a lot and hired some experts to learn him manage his financial and carrier life, but unfortunately it was useless",['Premise']
pe,sample,Premise,you can change the word order or you can choose more appropriate style to sound more polite,['Premise']
pe,sample,Premise,"only a teacher can feel and connect with pupils, be a friend and a model",['Premise']
pe,sample,Premise,"they have gradually identified with such values expressed in American movies, which are imported by the governments as a result of the proliferation of English",['Premise']
pe,sample,Premise,"Many hardworking people have diseases, like the burn-out syndrome",['Premise']
pe,sample,Premise,They should understand objects more that concepts to obtain the ability of analyzing matters well,['Premise']
pe,sample,Premise,animals and people's response to a drug can be different,['Premise']
pe,sample,Premise,"if children get good care and instructions from their parents, they can take advantages of the work to learn valuable things and avoid going in a wrong way",['Premise']
pe,sample,Premise,This environment makes me want to develop myself to be able to communicate with people that speak foreign language,['Premise']
pe,sample,Premise,Communication by feature-computer such as email and internet help busy businessmen to make deal with relation even in different country,['Premise']
pe,sample,Premise,But this mistrust continued and created very unpleasant situations for everybody in my department,['Premise']
pe,sample,Premise,zoos are needed to keep the nature balanced,['Premise']
pe,sample,Premise,"in distance learning, these aspects of the professor had reduced their important",['Premise']
pe,sample,Premise,the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country,['Premise']
pe,sample,Premise,it is highly recommended that the retiree come over to the companies or hospitals to have regular sessions with the present staffs to bridge the gap between them and to pass on their knowledge,['Premise']
pe,sample,Premise,That is good for both of the professor and students,['Premise']
pe,sample,Premise,The co-workers should be cooperative with one another,['Premise']
pe,sample,Premise,"without the requirement of environmental preservation, the firm would still consume a vast amount of energy which constitutes a large part of its operational costs, being a hurdle to the economic development",['Premise']
pe,sample,Premise,they have already suffered greatly for what they have experienced,['Premise']
pe,sample,Premise,the revenue earned form tourism can be used in turn to reduce pollution and protect the environment,['Premise']
pe,sample,Premise,"I had been a loser for a thousand time before the first winning, and suffering from losing in each competition makes me stronger",['Premise']
pe,sample,Premise,healthy workers can create more productivity,['Premise']
pe,sample,Premise,"it is more dangerous that youngsters sometimes use such new languages in their studying, writing assignments",['Premise']
pe,sample,Premise,friends is a treasure with respect to either our daylife or our career,['Premise']
pe,sample,Premise,they help teachers to fairly grade the students,['Premise']
pe,sample,Premise,Money is undeniably pivotal,['Premise']
pe,sample,Premise,Indians don't eat beef,['Premise']
pe,sample,Premise,"two days ago, I went to a Canadian restaurant, and I ate noodle, sushi, which are Chinese foods, and Greek salad",['Premise']
pe,sample,Premise,"Even if we ignore this result, by the same token, you can get higher position and more money",['Premise']
pe,sample,Premise,government should guarantee that all people have equal and convenient access to it,['Premise']
pe,sample,Premise,answering our homework alone encourages us to be more responsible and independent,['Premise']
pe,sample,Premise,"When being in the department of art, I have not only learned how to do a project, but also known some famous artists during the term",['Premise']
pe,sample,Premise,"If you keep doing what you already do well, you can be better good at it",['Premise']
pe,sample,Premise,"This in turn, causes lots of discomfort and pain to the cattle",['Premise']
pe,sample,Premise,I also used to spend my time on developing some recreational activity or learning some sports or game,['Premise']
pe,sample,Premise,"Sometimes traffic jam occur only due to the malfunction of a traffic light, or unreasonable organization of roadways",['Premise']
pe,sample,Premise,sometimes animals from hot countries have to survive in the cold winter of somewhere in Europe,['Premise']
pe,sample,Premise,Their houses and private cars were buried by local people,['Premise']
pe,sample,Premise,"Recently, more and more children smoke",['Premise']
pe,sample,Premise,"consider every workers have ability to do several kinds of work, employers will be satisfied by the generating benefits",['Premise']
pe,sample,Premise,"every other day, new cars are developed by companies which are more efficient than others",['Premise']
pe,sample,Premise,"If successful, the impact on the world would be monumental",['Premise']
pe,sample,Premise,they use a lot of abbreviations and broken language,['Premise']
pe,sample,Premise,"Students not only do homework, assignment and attend class but also need to participate in volunteer work, internship and part time job",['Premise']
pe,sample,Premise,I could find a better way to solve problems,['Premise']
pe,sample,Premise,"If I work for other people, I have to give my ideas to employers cheaply",['Premise']
pe,sample,Premise,the ability of adapting oneself to a new environment may be necessary for a fresh worker,['Premise']
pe,sample,Premise,"This system is that at the corner of each district, the rental bicycles are placed and the people can ride it to the other districts with a small fee",['Premise']
pe,sample,Premise,These improving methods are often cheaper and simpler compared to the high-tech of renewable energy,['Premise']
pe,sample,Premise,a library is vital and strategical part of a university,['Premise']
pe,sample,Premise,health education will prepare for people especially children necessary knowledge to protect themselves from risks of diseases,['Premise']
pe,sample,Premise,"With the click of a button, the vast amount of information can be transmitted from America to China in just a few seconds",['Premise']
pe,sample,Premise,"If you have roommates, you can split the rent and utilities among them",['Premise']
pe,sample,Premise,teachers think that foreign language most likely leads to confusion for children who are yet to start learning,['Premise']
pe,sample,Premise,"when a group faces with complex math problem, they can share their opinions to solve it",['Premise']
pe,sample,Premise,students might face many challenges in the host country,['Premise']
pe,sample,Premise,I am working in two organization to gain more salary,['Premise']
pe,sample,Premise,"unchecked and reckless uses of the local raw materials may happen, which can put a strain on the natural resources",['Premise']
pe,sample,Premise,Every employee can not afford this kind of loss,['Premise']
pe,sample,Premise,children can learn social skills when they have a job,['Premise']
pe,sample,Premise,"If student do it by themselves, they might be hurt themselves",['Premise']
pe,sample,Premise,the mobile phones can also be used to make calls with the companies in which they would like to work with,['Premise']
pe,sample,Premise,"As can be seen, these devices and machines are very common in all parts of the world, making it easier for people to read a number of things that newspapers can not provide in only some pages",['Premise']
pe,sample,Premise,having and raising children should not be different than any other daily activity,['Premise']
pe,sample,Premise,This example shows the benefit of restricting public smoking to a country as a whole,['Premise']
pe,sample,Premise,they have really high curiosity towards something,['Premise']
pe,sample,Premise,I had already studied all biology topics before attending university,['Premise']
pe,sample,Premise,South African national and traditional songs were played in the streets throughout the night,['Premise']
pe,sample,Premise,"Their existences are based on their marketing strategies, the condition of facilities and the volume of audience",['Premise']
pe,sample,Premise,poorer nations are lack of hospitals to fulfill the demand of the patients,['Premise']
pe,sample,Premise,it also has to be affordable for the consumer,['Premise']
pe,sample,Premise,machines are more effective than human,['Premise']
pe,sample,Premise,I could talk with my friend without worrying about speaking wrong,['Premise']
pe,sample,Premise,I cannot watch a complete movie,['Premise']
pe,sample,Premise,"if you are a salesman in a store or any other place, by relating well to your customers, you will increase the chance of their coming back again and becoming your regular customers",['Premise']
pe,sample,Premise,"He heard lots of ""no"", furthermore one editor fired him alleging that he had no imagination, after all what he had gone through, he never stop chasing his dreams",['Premise']
pe,sample,Premise,"It is well known that the art and music are not bound by country border, and they are something that is shared by the people from every parts of this world and is symbols of various cultures",['Premise']
pe,sample,Premise,"some people abandon their job, family and friends and go to other country without knowing what the future holds for them",['Premise']
pe,sample,Premise,in an apartment you don't have a roommate,['Premise']
pe,sample,Premise,"many countries such as Canada, the USA, and British have many restaurants which serve many foods form different countries and cultures",['Premise']
pe,sample,Premise,highly developed agriculture and industry can improve our living conditions which allow us have a good quality life,['Premise']
pe,sample,Premise,the role models within a family play a significant role in the development of the child's characteristics,['Premise']
pe,sample,Premise,"Last year, I went to Ellis Island and the immigration museum, where is a symbol of American immigration and the immigrant experience in the New York",['Premise']
pe,sample,Premise,"if you aren't extremely dedicated or have good time management skills, it may be very difficult to complete a course at home",['Premise']
pe,sample,Premise,"Many studies has points out that numbers of overweight people have increased in developed countries in recent years, which mainly results from insufficient exercises",['Premise']
pe,sample,Premise,one deserves what he has done,['Premise']
pe,sample,Premise,"farming, housing and industry provide us the food we eat, place we live, clothes we wear, which are essential to live",['Premise']
pe,sample,Premise,when you always studying harder than others you will get best results,['Premise']
pe,sample,Premise,"Even in public transportation they engaged in this intolerant bad habit, some instances that lead to belligerent incidents",['Premise']
pe,sample,Premise,students are the ones here to seek knowledge,['Premise']
pe,sample,Premise,"By constant communicating with other colleagues daily in a company environment where their new ideas can be raised without hesitation, then students' confidence could be significantly gained",['Premise']
pe,sample,Premise,"if you can't take any criticism, not only will you fail in cooperating with other people, but also get defeated in personal works",['Premise']
pe,sample,Premise,Space exploration has used as a tools for military power in the cold war,['Premise']
pe,sample,Premise,most of them suffer from cancer or other diseases,['Premise']
pe,sample,Premise,If the predecessors' mistakes are the indirect way that leads us to the goals,['Premise']
pe,sample,Premise,I had to manage my boss as well as had to prepare my homework,['Premise']
pe,sample,Premise,great success requires taking great risks,['Premise']
pe,sample,Premise,Many artists have been involved in controversies because of hurting the religious or social beliefs of the common people,['Premise']
pe,sample,Premise,If we don't change our behavior we will extinct many species living for millions of years on the planet,['Premise']
pe,sample,Premise,Co-education will help to eradicate this kind of demerit in both,['Premise']
pe,sample,Premise,the quality obviously is not relatively important,['Premise']
pe,sample,Premise,"If people in poorer countries gain access to these drugs, their health situations may be better",['Premise']
pe,sample,Premise,There were increasing in criminal rate in many cities,['Premise']
pe,sample,Premise,"the improvements of work efficiency also attribute to the speed-up of working pace, resulting in traffic jams during rush-hours",['Premise']
pe,sample,Premise,"People have different habit in daily life, such as tidy the blanket in the morning",['Premise']
pe,sample,Premise,"For accomplishing their missions, the charity should gather people who are volunteers and sponsors for those difficult tasks",['Premise']
pe,sample,Premise,University is like a gift presented to those who have gone to great length to attain,['Premise']
pe,sample,Premise,"To my surprise, one of my roommates noticed my problems and offered to help",['Premise']
pe,sample,Premise,"If it was not for the space exploration, we would never know these facts",['Premise']
pe,sample,Premise,"they respect you as well, you can achieve your goal",['Premise']
pe,sample,Premise,People can use computers to extract their essential information easily,['Premise']
pe,sample,Premise,the idea that computers could be a help has been neglected,['Premise']
pe,sample,Premise,Many governments believe that space exploration is an activity that wastes the budget,['Premise']
pe,sample,Premise,studying at school is always the best choice for children's future,['Premise']
pe,sample,Premise,We need to know and learn about the theoritical basis of our future job,['Premise']
pe,sample,Premise,"In order to promote the country's attractions, the Czech government has to advertise and sell its services to foreign consumers",['Premise']
pe,sample,Premise,I had to never judge with people's appearance,['Premise']
pe,sample,Premise,social activities can help them to be familiar with other's mind and different environment,['Premise']
pe,sample,Premise,"the young generation can solely get access to their ancestor's early life through books and images, which otherwise would be much more easily absorbed",['Premise']
pe,sample,Premise,He became an arrogant person who could not stand on his feet and always asked for money,['Premise']
pe,sample,Premise,In small town people know each other and have better deal together than big cities,['Premise']
pe,sample,Premise,the study of art and music is supposed to rely on younger student's own interest,['Premise']
pe,sample,Premise,"with the improvements in streaming and sensor technologies, remote education can eliminate the obstacles of distance and body contacts",['Premise']
pe,sample,Premise,quality of life were dropping and this make people unhappy,['Premise']
pe,sample,Premise,"these needy countries lack adequate financial and human resources, advanced technologies and experience",['Premise']
pe,sample,Premise,we could get more happiness from technology,['Premise']
pe,sample,Premise,Intrinsic motivation is known to be much more desirable because it leads to better learning and well-being,['Premise']
pe,sample,Premise,"human beings nowadays are still faced with many urgent problems such as starvation, disease and wars",['Premise']
pe,sample,Premise,"From a computer as big as a room, it has now been minimized to the size of a palm",['Premise']
pe,sample,Premise,"when they are released or in the worst case, when they escape, they act disorientated and this contributes to the animal mortality rate",['Premise']
pe,sample,Premise,And this figure still continuously go up along with the improvement of science and technology,['Premise']
pe,sample,Premise,"If teachers pay attention to specific students, their work might not finish on time, and this might make many student miss some field in topics that they should know",['Premise']
pe,sample,Premise,"The fact is that such news media as televisions, radios, or newspapers are bringing many news on entertainment sector from all over the world to everybody",['Premise']
pe,sample,Premise,it is almost possible to do everything without tete-a-tete,['Premise']
pe,sample,Premise,I don't like electronics,['Premise']
pe,sample,Premise,Seeing national flags be honored may be the most emotional moments to each athlete,['Premise']
pe,sample,Premise,"recent studies from the United Nations Organization have shown that, till 2050 the sea level will increase over one meter in the average",['Premise']
pe,sample,Premise,you sometimes need knowledge about physics to read a text on chemistry,['Premise']
pe,sample,Premise,If people do not own cars they are likely to stay in their hometown or village most of their life,['Premise']
pe,sample,Premise,"The income of film and music industries produce millions of dollars each year for the Goverment, for instance K-pop and Hollywood, and these industries can not survive without goverment's financial assistance",['Premise']
pe,sample,Premise,technology provides opportunities for people to establish the social network,['Premise']
pe,sample,Premise,studying in advance education take a huge of money,['Premise']
pe,sample,Premise,"after I read animal farms which is a story of Russian revolution, I could understand the leaders and different segments of the Russian people",['Premise']
pe,sample,Premise,"I have a neighbor who are old, black skin and frown and I had always panicked of her",['Premise']
pe,sample,Premise,"other people cannot charge of their thoughts, emotions, and the way they deal with problems",['Premise']
pe,sample,Premise,"This not only affects the endangered animals, but also the humans",['Premise']
pe,sample,Premise,A successful corporation must have a relationship with respect and pleasure,['Premise']
pe,sample,Premise,"The melting ice mountain not only jeopardizes habitats of animals living in the polar region, but its effects of the rising sea level also endangers the residents living in the small island near the equator",['Premise']
pe,sample,Premise,"They are also relatively versatile; different types of exam questions, for example, multiple-choice questions and essay tasks, can test different sorts of reasoning ability",['Premise']
pe,sample,Premise,He may find native friends and may participate in groups where members are people from the foreign country,['Premise']
pe,sample,Premise,evaluation made by students is similar to feedback from customer that business owners need to know in order to improve their product,['Premise']
pe,sample,Premise,Many companies know about this behavior and use advertisements on television to make people buy more of these foods,['Premise']
pe,sample,Premise,"Tzu Chi, a non-profit Buddhism organization in Taiwan, is famous for contributing to the social and community services, and medical care",['Premise']
pe,sample,Premise,"they can get poor eyesight in early ages of childhood, and also develop back pain",['Premise']
pe,sample,Premise,The product also should satisfy the needs of the consumers,['Premise']
pe,sample,Premise,there will be a long response from the teachers when children ask them a question,['Premise']
pe,sample,Premise,More wastes have to be managed,['Premise']
pe,sample,Premise,The agriculture field has only thirty percent as a market part,['Premise']
pe,sample,Premise,"Search engines such as google, yandex with many features relevant to the characteristics of the information needed enable search of information in few minutes",['Premise']
pe,sample,Premise,"Social networks such as facebook, twitter have changed traditional sources of information and decreasing the monopolization of the information by the governments",['Premise']
pe,sample,Premise,"the richest athletes usually correspond to the greatest athletes in their fields, namely Michael Jordan or Tiger Woods",['Premise']
pe,sample,Premise,"Through computers we can collect appropriate data very quickly, store it in the hard disc as long as we want and use it when needed",['Premise']
pe,sample,Premise,It is possible to make a wrong decision,['Premise']
pe,sample,Premise,I spent the time of biology class to do my Chemistry research and got A+ for both biology and chemistry,['Premise']
pe,sample,Premise,"machines never ask for salary, over-time pay or pension",['Premise']
pe,sample,Premise,"my university is not in the high-ranking list, he gained a reputation by those projects",['Premise']
pe,sample,Premise,it's students' basic responsibility to attend class,['Premise']
pe,sample,Premise,Lot of people like to use traditional things because if their quality and durability,['Premise']
pe,sample,Premise,the number of unemployment rate has risen to 15 percent in several globalized and non-globalized countries,['Premise']
pe,sample,Premise,"When individuals keep the habit of grasping the world's cutting-edge fashion information, they are gradually changing their attitudes to viewing the world, which means they are more open to accept diverse voices from people around the world",['Premise']
pe,sample,Premise,"It is said that, surprisingly, he never tried to distinguish a hand soup and a facial soup",['Premise']
pe,sample,Premise,there are more male scientists and engineers in comparison with females around the world,['Premise']
pe,sample,Premise,students may study harder for their economic dreams,['Premise']
pe,sample,Premise,"Unlike traditional classes, distance education courses don't take place in a classroom, where you are surrounded by your teachers and classmates",['Premise']
pe,sample,Premise,"In group works, group members gather together to have brain-storming discussion, think over every possible solutions and then finally reach an agreement",['Premise']
pe,sample,Premise,the face-to-face conversations make them feel stupid,['Premise']
pe,sample,Premise,"On the next day, we played together and she introduced me to her friends",['Premise']
pe,sample,Premise,A night club is an interesting place to visit for young people,['Premise']
pe,sample,Premise,"They just worry about two things: to have fun, learn and be happy",['Premise']
pe,sample,Premise,Many people have problems with calling a person that they are not acquainted with,['Premise']
pe,sample,Premise,"Someone take a trip without making any plans, so they may waste their time on shopping or staying at their hotel",['Premise']
pe,sample,Premise,"Through million years of hunting, especially in recent centuries with the innovation of rifle and dynamite, people have killed many animals and even have made some kinds of them become extinct",['Premise']
pe,sample,Premise,"If parents push their 5 years old child to play piano 8 hours a day just like a professional performer, that might be too much",['Premise']
pe,sample,Premise,"I could find virtually every brand or store, including Macy's and JCPenney, when I visited there",['Premise']
pe,sample,Premise,You are free to have visits at any time or to be left alone if you want,['Premise']
pe,sample,Premise,face-to-face interactions with an annoyed customer can put the employee in physical danger,['Premise']
pe,sample,Premise,"With only pictures, everyone is left to their own interpretation on how they perceive the images",['Premise']
pe,sample,Premise,"But now, biomedical engineers can make artificial heart valves which works well and doctors can implant them easily",['Premise']
pe,sample,Premise,This is also one salient prove that the development of technology was a very positive,['Premise']
